개방자치단체코드,관리번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
5690000,202456900000802173,세종특별자치시,세종특별자치시 도움8로 30 (어진동),,생활방범,1,200,어진동 해양수산부 사거리,30,,044-300-3127,36.50610486,127.2648028,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:44
5690000,202456900000802151,세종특별자치시,세종특별자치시 한누리대로 385 (어진동),,생활방범,3,200,어진동 KT건너편사거리 A,30,,044-300-3105,36.49840981,127.2586539,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:43
5690000,202456900000802153,세종특별자치시,세종특별자치시 다솜3로 38 (어진동),,생활방범,1,200,어진동 국립도서관앞,30,,044-300-3107,36.49881977,127.2676914,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:43
5690000,202456900000802157,세종특별자치시,세종특별자치시 도움4로 75 (어진동),,생활방범,1,200,어진동 컨벤션센터사거리,30,,044-300-3111,36.49992843,127.2679809,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:43
5690000,202456900000802155,세종특별자치시,세종특별자치시 다솜으로 190 (어진동),,생활방범,1,200,어진동 국립도서관뒤편,30,,044-300-3109,36.49736934,127.2693905,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:43
5690000,202456900000802159,세종특별자치시,세종특별자치시 다솜으로 220 (어진동),,생활방범,1,200,어진동 호수공원관리사무소옆,30,,044-300-3113,36.49947793,127.2708513,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:43
5690000,202456900000802615,세종특별자치시,세종특별자치시 조치원읍 번암리 107-1,,생활방범,4,200,번암리 홈플러스앞사거리(세종시장애인복지관입구) C,30,,044-300-3569,36.585996,127.296209,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:50
5690000,202456900000802619,세종특별자치시,세종특별자치시 조치원읍 번암리 90-4,,생활방범,2,200,번암리 주공아파트 정문 A,30,,044-300-3573,36.5861956,127.2946772,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:50
5690000,202456900000802611,세종특별자치시,세종특별자치시 조치원읍 원마루길 30,,생활방범,2,200,서창리 세븐일레븐고대점 B,30,,044-300-3565,36.608954,127.29193,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:50
5690000,202456900000802613,세종특별자치시,세종특별자치시 조치원읍 남리 60-5,,생활방범,4,200,남리 웰마트옆사거리  A,30,,044-300-3567,36.598302,127.299275,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:50
5690000,202456900000802617,세종특별자치시,세종특별자치시 조치원읍 교리 145,,생활방범,2,200,서창리 고려연립(현대아파트102동뒤) A,30,,044-300-3571,36.606808,127.295914,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:50
5690000,202456900000803012,세종특별자치시,세종특별자치시 보람동 714,,생활방범,3,200,보람동 호려울뜰 근린공원 리버시안 어린이집 앞(회전형),30,,044-300-3966,36.48346646,127.2950304,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:55
5690000,202456900000803014,세종특별자치시,세종특별자치시 소담동 591,,생활방범,3,200,소담동 사랑뜰근린공원 소담어린이집 놀이터 입구(회전형),30,,044-300-3968,36.48379379,127.3019714,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:55
5690000,202456900000803016,세종특별자치시,세종특별자치시 소담동 538,,생활방범,3,200,소담동 햇님어린이공원 글벗유치원 놀이터(회전형),30,,044-300-3970,36.4863941,127.2986503,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:55
5690000,202456900000803018,세종특별자치시,세종특별자치시 반곡동 49-6,,생활방범,3,200,반곡동 반곡복컴 뒷편 재개뜰 근린공원 놀이터(회전형),30,,044-300-3972,36.4991579,127.3109757,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:55
5690000,202456900000803010,세종특별자치시,세종특별자치시 보람동 736,,생활방범,3,200,보람동 바람개비어린이공원 해들유치원 놀이터(회전형),30,,044-300-3964,36.47535557,127.2854998,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:55
5690000,202456900000801530,세종특별자치시,세종특별자치시 마음로 220 (고운동),,생활방범,1,200,고운동 시골길 낚지볶음 건너편 A,30,,044-300-2484,36.5170131,127.2311532,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:36
5690000,202456900000801532,세종특별자치시,세종특별자치시 마음안로 165 (고운동),,생활방범,2,200,고운동 자연드림 건너편 A,30,,044-300-2486,36.51600857,127.2344685,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:36
5690000,202456900000801534,세종특별자치시,세종특별자치시 고운동 마음로 65 (고운동),,생활방범,1,200,고운동 고운초뒷편 A,30,,044-300-2488,36.50427223,127.235359,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:36
5690000,202456900000801536,세종특별자치시,세종특별자치시 고운동 마음로 250 (고운동),,생활방범,1,200,고운동 팔선생 앞 A,30,,044-300-2490,36.51888417,127.2335511,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:36
5690000,202456900000801538,세종특별자치시,세종특별자치시 고운동 마음안1로 115 (고운동),,생활방범,1,200,고운동 산105단독필지 A,30,,044-300-2492,36.52099982,127.2320856,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:36
5690000,202456900000802625,세종특별자치시,세종특별자치시 조치원읍 으뜸길 177,,생활방범,2,200,원리 조치원지하차도철길옆(교리사거리방향) A,30,,044-300-3579,36.603648,127.296071,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:50
5690000,202456900000802623,세종특별자치시,세종특별자치시 조치원읍 신안리  543,,생활방범,2,200,신안리 세종이편한세상아파트어린이공원내 A,30,,044-300-3577,36.61647,127.285163,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:50
5690000,202456900000802621,세종특별자치시,세종특별자치시 조치원읍 행복10길 2,,생활방범,2,200,침산리 선우빌딩(짱노래방앞) A,30,,044-300-3575,36.603664,127.291459,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:50
5690000,202456900000802629,세종특별자치시,세종특별자치시 조치원읍 섭골길 37,,생활방범,3,200,서창2리 중앙장례식장 옆 B,30,,044-300-3583,36.614054,127.28919,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:50
5690000,202456900000802627,세종특별자치시,세종특별자치시 조치원읍 문화7길 13,,생활방범,2,200,침산4리 문화7길 공영주차장 앞 A,30,,044-300-3581,36.601779,127.287828,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:50
5690000,202456900000802933,세종특별자치시,세종특별자치시 산울동 산 10,,생활방범,5,200,산울동 해밀교차로(회전형),30,,044-300-3887,36.53066076,127.265915,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:54
5690000,202456900000802931,세종특별자치시,세종특별자치시 산울동 245,,생활방범,5,200,평생교육원 회전 교차로(회전형),30,,044-300-3885,36.53470605,127.2627547,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:54
5690000,202456900000802935,세종특별자치시,세종특별자치시 산울동 118,,생활방범,5,200,생태터널 입구(회전형),30,,044-300-3889,36.53601096,127.2695961,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:54
5690000,202456900000802937,세종특별자치시,세종특별자치시 산울동 215-3,,생활방범,4,200,평생교육원 입구(회전형),30,,044-300-3891,36.53571825,127.2644918,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:54
5690000,202456900000802939,세종특별자치시,세종특별자치시 해밀3로 90,,생활방범,4,200,해밀마을2단지 212동 출입구(회전형),30,,044-300-3893,36.52799684,127.2703778,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:54
5690000,202456900000802880,세종특별자치시,세종특별자치시 가마골길 73-2,,생활방범,3,200,가마골길 진입삼거리,30,,044-300-3834,36.55941513,127.2709899,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:53
5690000,202456900000802884,세종특별자치시,세종특별자치시 소정리 603-26,,생활방범,3,200,소정3리 마을입구,30,,044-300-3838,36.71119914,127.1451948,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:53
5690000,202456900000802882,세종특별자치시,세종특별자치시 읍내리 364,,생활방범,3,200,덕고개길 놀이터 앞,30,,044-300-3836,36.6804473,127.1919538,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:53
5690000,202456900000802886,세종특별자치시,세종특별자치시 해밀3로 32,,생활방범,4,200,해밀마을 1단지 회전교차로(회전형),30,,044-300-3840,36.52754384,127.2639169,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:53
5690000,202456900000802888,세종특별자치시,세종특별자치시 해밀3로 32,,생활방범,5,200,"해밀1,2단지 회전교차로(회전형)",30,,044-300-3842,36.52973189,127.2672281,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:53
5690000,202456900000801661,세종특별자치시,세종특별자치시 금남면 문절사길 11,,생활방범,1,200,달전리 마을입구 A,30,,044-300-2615,36.462429,127.350074,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:37
5690000,202456900000801669,세종특별자치시,세종특별자치시 금남면 봉암리 129-1,,차량방범,3,200,세종시-동학사 A,30,,044-300-2623,36.41896751,127.2781504,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:38
5690000,202456900000801663,세종특별자치시,세종특별자치시 금남면 도암리 99-1,,생활방범,1,200,도암리 도암교(도암리방향) A,30,,044-300-2617,36.446641,127.283633,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:37
5690000,202456900000801665,세종특별자치시,세종특별자치시 금남면 용포리 124,,생활방범,3,200,금남근린공원 생활방범 #2 A,30,,044-300-2619,36.46440752,127.2790878,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:37
5690000,202456900000801667,세종특별자치시,세종특별자치시 금남면 용포리 124,,생활방범,3,200,금남근린공원 생활방범 #4 A,30,,044-300-2621,36.46489711,127.2792756,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:38
5690000,202456900000802223,세종특별자치시,세종특별자치시 한누리대로 435 (어진동),,생활방범,1,200,어진동 국가보훈처앞사거리,30,,044-300-3177,36.50266035,127.2606769,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:44
5690000,202456900000802225,세종특별자치시,세종특별자치시 가름로 238 (어진동),,생활방범,1,200,어진동 LH 사거리,30,,044-300-3179,36.49559349,127.26591,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:44
5690000,202456900000802221,세종특별자치시,세종특별자치시 세종동 1201,,생활방범,1,200,호수 습지섬둘레길 A,30,,044-300-3175,36.50111148,127.2800311,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:44
5690000,202456900000802227,세종특별자치시,세종특별자치시 연기면 연기리 49,,생활방범,3,200,연기2리 마을회관앞 A,30,,044-300-3181,36.542235,127.280188,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:44
5690000,202456900000802229,세종특별자치시,세종특별자치시 연기면 눌왕리 134-5,,생활방범,3,200,눌왕2리 마을회관입구삼거리 A,30,,044-300-3183,36.544418,127.246695,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:44
5690000,202456900000801775,세종특별자치시,세종특별자치시 대평동586-10,,생활방범,2,200,학나래교밑공공공원남쪽 C,30,,044-300-2729,36.46617,127.26545,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:39
5690000,202456900000801773,세종특별자치시,세종특별자치시 대평동586-9,,생활방범,3,200,대평동 터미널서쪽사거리 C,30,,044-300-2727,36.468565,127.271337,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:39
5690000,202456900000801779,세종특별자치시,세종특별자치시 보람동664-37,,생활방범,2,200,대평동 시드니힐 상가 앞 A,30,,044-300-2733,36.476273,127.276919,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:39
5690000,202456900000801771,세종특별자치시,세종특별자치시 대평동 92-4,,생활방범,3,200,대평동 대평초앞 C,30,,044-300-2725,36.470629,127.279414,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:39
5690000,202456900000801777,세종특별자치시,세종특별자치시 대평동459-2,,생활방범,2,200,학나래대교밑X게임장입구 A,30,,044-300-2731,36.468319,127.264026,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:39
5690000,202456900000802895,세종특별자치시,세종특별자치시 해밀동 464,,생활방범,4,200,해밀1단지 136동 앞(회전형),30,,044-300-3849,36.52449093,127.2670677,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:53
5690000,202456900000802897,세종특별자치시,세종특별자치시 해밀동 산 10,,생활방범,5,200,해밀동 체육공원 운동장 입구(회전형),30,,044-300-3851,36.52592907,127.2692178,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:54
5690000,202456900000802899,세종특별자치시,세종특별자치시 해밀동 산 10,,생활방범,5,200,해밀동 체육공원 전망대 앞(회전형),30,,044-300-3853,36.52731718,127.2695673,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:54
5690000,202456900000802893,세종특별자치시,세종특별자치시 해밀2로 6,,생활방범,4,200,해밀중학교 회전교차로(회전형),30,,044-300-3847,36.52844405,127.2678754,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:53
5690000,202456900000802891,세종특별자치시,세종특별자치시 해밀3로 90,,생활방범,4,200,해밀동 올목3교 회전교차로(회전형),30,,044-300-3845,36.52351303,127.2731033,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:53
5690000,202456900000801954,세종특별자치시,세종특별자치시 부강면 금호리 823-18,,생활방범,4,200,황성골 입구 A,30,,044-300-2908,36.50944,127.364906,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:41
5690000,202456900000801956,세종특별자치시,세종특별자치시 부강면 행산리 642-10,,차량방범,3,200,세종시-청주 C,30,,044-300-2910,36.55240935,127.3700668,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:41
5690000,202456900000801950,세종특별자치시,세종특별자치시 부강면 등곡1길 120-3,,생활방범,3,200,등곡1리 마을회관 앞 B,30,,044-300-2904,36.509003,127.386112,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:41
5690000,202456900000801952,세종특별자치시,세종특별자치시 부강면 노호등곡로 135-55,,생활방범,2,200,등곡리 마을회관 앞 A,30,,044-300-2906,36.505614,127.403632,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:41
5690000,202456900000801958,세종특별자치시,세종특별자치시 부강면 청연로 135,,생활방범,1,200,부강리 SK 부강제일주유소 뒷편 (셉테드) A,30,,044-300-2912,36.532135,127.360098,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:41
5690000,202456900000802030,세종특별자치시,세종특별자치시 소담동9-197,,생활방범,3,200,소담동 소담중앞 A,30,,044-300-2984,36.482459,127.300928,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:42
5690000,202456900000802032,세종특별자치시,세종특별자치시 소담동32-20,,생활방범,3,200,소담동 소담고정문 A,30,,044-300-2986,36.481464,127.302585,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:42
5690000,202456900000802034,세종특별자치시,세종특별자치시 소담동36-9,,생활방범,3,200,소담동 소담교차로 A,30,,044-300-2988,36.486295,127.300949,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:42
5690000,202456900000802036,세종특별자치시,세종특별자치시 소담동32-15,,생활방범,3,200,소담동 1단지 103동앞 A,30,,044-300-2990,36.48112,127.301214,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:42
5690000,202456900000802038,세종특별자치시,세종특별자치시 소담동 산9,,생활방범,2,200,소담동 한국개발연구원사거리 B,30,,044-300-2992,36.481872,127.307252,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:42
5690000,202456900000801649,세종특별자치시,세종특별자치시 금남면 성강리 309-2,,생활방범,2,200,성강리 성강길(사격장 입구)A,30,,044-300-2603,36.42838,127.24769,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:37
5690000,202456900000801641,세종특별자치시,세종특별자치시 금남면 도암리 산27-5,,생활방범,1,200,성덕리 성덕교(성덕리방향) A,30,,044-300-2595,36.458527,127.273295,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:37
5690000,202456900000801647,세종특별자치시,세종특별자치시 금남면 호탄리 79-4,,생활방범,2,200,금남면 세종장영실고등학교 정문 B,30,,044-300-2601,36.477405,127.298181,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:37
5690000,202456900000801645,세종특별자치시,세종특별자치시 금남면 성강리 109-3,,생활방범,1,200,성강리 버스정류장 옆 A,30,,044-300-2599,36.407585,127.252167,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:37
5690000,202456900000802323,세종특별자치시,세종특별자치시 연서면 국촌리 340,,생활방범,3,200,국촌2리 서세종농협주유소 A,30,,044-300-3277,36.5762804,127.2642174,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:45
5690000,202456900000802321,세종특별자치시,세종특별자치시 연서면 기룡리 713-67,,생활방범,4,200,기룡리 동산마을버스정류장앞 A,30,,044-300-3275,36.5725779,127.2325453,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:45
5690000,202456900000802327,세종특별자치시,세종특별자치시 연서면 신대리 46-3,,생활방범,2,200,신대리 연서초정문옆교차로 B,30,,044-300-3281,36.582196,127.252368,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:45
5690000,202456900000802325,세종특별자치시,세종특별자치시 연서면 쌍전리 195-3,,생활방범,3,200,쌍전리 마을버스정류장옆 A,30,,044-300-3279,36.5778375,127.2791462,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:45
5690000,202456900000802329,세종특별자치시,세종특별자치시 연서면 쌍류리 산 86,,차량방범,3,200,쌍류리 쌍류초[범-40] A,30,,044-300-3283,36.597489,127.208441,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:45
5690000,202456900000802108,세종특별자치시,세종특별자치시 달빛으로 115 (아름동),,생활방범,1,200,아름동 1106동앞,30,,044-300-3062,36.50940748,127.2500385,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:43
5690000,202456900000802100,세종특별자치시,세종특별자치시 보듬3로 120 (아름동),,생활방범,4,200,아름동 주민복합센터사거리A,30,,044-300-3054,36.5119458,127.2463783,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:43
5690000,202456900000802102,세종특별자치시,세종특별자치시 아름서길 35 (아름동),,생활방범,1,200,제천 아름중 A,30,,044-300-3056,36.51463324,127.2436363,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:43
5690000,202456900000802980,세종특별자치시,세종특별자치시 세종동 107-118,,생활방범,3,200,중앙공원 세종홍보관 건너편(회전형),30,,044-300-3934,36.48985011,127.2712622,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:55
5690000,202456900000802982,세종특별자치시,세종특별자치시 중앙공원로 60,,생활방범,4,200,중앙공원 한놀이마당 화장실 앞(회전형),30,,044-300-3936,36.49357071,127.2761957,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:55
5690000,202456900000802984,세종특별자치시,세종특별자치시 보람동 700-22,,생활방범,3,200,시도2호선 행복도시 축구장 입구(보람동)(회전형),30,,044-300-3938,36.47373392,127.2904536,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:55
5690000,202456900000802986,세종특별자치시,세종특별자치시 보람동 313-2,,생활방범,3,200,시도2호선 석곡오리촌 회전교차로(보람동)(회전형),30,,044-300-3940,36.47625487,127.2964257,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:55
5690000,202456900000802988,세종특별자치시,세종특별자치시 소담동 9-67,,생활방범,3,200,시도2호선 장재리 입구 삼거리(염소한마리 앞)(소담동)(회전형),30,,044-300-3942,36.47876695,127.3044389,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:55
5690000,202456900000802104,세종특별자치시,세종특별자치시 아름동 883,,생활방범,1,200,아름동 옹달샘어린이공원 A,30,,044-300-3058,36.519765,127.248098,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:43
5690000,202456900000802106,세종특별자치시,세종특별자치시 달빛1로 107(아름동),,생활방범,1,200,아름동 푸른하늘어린이공원 A,30,,044-300-3060,36.509259,127.245652,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:43
5690000,202456900000802190,세종특별자치시,세종특별자치시 세종동 1201,,생활방범,1,200,호수 벽천 A,30,,044-300-3144,36.50020161,127.2729367,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:44
5690000,202456900000802192,세종특별자치시,세종특별자치시 세종동 1201,,생활방범,1,200,호수 청음교 A,30,,044-300-3146,36.50204506,127.2743824,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:44
5690000,202456900000802198,세종특별자치시,세종특별자치시 세종동 1201,,생활방범,1,200,호수 천변 A,30,,044-300-3152,36.4967243,127.2707319,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:44
5690000,202456900000802196,세종특별자치시,세종특별자치시 세종동 1201,,생활방범,1,200,호수 수변산등정원(수변전통공원) A,30,,044-300-3150,36.49542541,127.2692471,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:44
5690000,202456900000802194,세종특별자치시,세종특별자치시 세종동 1201,,생활방범,1,200,호수 작은팔각정(음원) A,30,,044-300-3148,36.50053796,127.2806829,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:44
5690000,202456900000801643,세종특별자치시,세종특별자치시 금남면 금천리 355-1,,생활방범,1,200,금천리 삼거리(바람재로-금병로갈림로) A,30,,044-300-2597,36.441591,127.312525,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:37
5690000,202456900000802394,세종특별자치시,세종특별자치시 장군면 금암리 193,,생활방범,3,200,장군면 한국영상정보대학교 앞 A,30,,044-300-3348,36.45959084,127.211882,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:47
5690000,202456900000802390,세종특별자치시,세종특별자치시 장군면 금암리 407,,차량방범,3,200,공주-세종시 C,30,,044-300-3344,36.43867393,127.209204,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:47
5690000,202456900000802396,세종특별자치시,세종특별자치시 장군면 하봉리 92,,생활방범,4,200,하봉2리 마을 진입로 전주 A,30,,044-300-3350,36.49763931,127.1888819,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:47
5690000,202456900000802392,세종특별자치시,세종특별자치시 장척로 343-1,,생활방범,3,200,굿모닝공인중개소 앞 A,30,,044-300-3346,36.499095,127.218259,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:47
5690000,202456900000802398,세종특별자치시,세종특별자치시 장군면 금암리 202,,생활방범,3,200,영상식당 인근(버스 정류장) A,30,,044-300-3352,36.45779,127.21183,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:47
5690000,202456900000802008,세종특별자치시,세종특별자치시 세종동 648-1,,생활방범,3,200,무궁화공원 A,30,,044-300-2962,36.51501045,127.2892761,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:42
5690000,202456900000802002,세종특별자치시,세종특별자치시 연기면 중앙수목원로 35,,생활방범,1,200,어진동 3단지 315동 건너편,30,,044-300-2956,36.50260075,127.2754585,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:42
5690000,202456900000802004,세종특별자치시,세종특별자치시 세종동 841,,생활방범,2,200,세종동 841 A,30,,044-300-2958,36.503605,127.284756,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:42
5690000,202456900000802006,세종특별자치시,세종특별자치시 세종동 856-1,,생활방범,2,200,세종리 햇무리교 저류지 A,30,,044-300-2960,36.501924,127.296971,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:42
5690000,202456900000802000,세종특별자치시,세종특별자치시 연기면 절재로 335,,생활방범,1,200,세종리 총리별관정문진입로,30,,044-300-2954,36.50501681,127.2769514,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:41
5690000,202456900000802306,세종특별자치시,세종특별자치시 연서면 월하리 18-7,,생활방범,2,200,월하4리 마을회관 인근 A,30,,044-300-3260,36.574479,127.298188,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:45
5690000,202456900000802308,세종특별자치시,세종특별자치시 연서면 청라리 413-4,,생활방범,4,200,청라1리 마을앞(도신고복로) B,30,,044-300-3262,36.58814,127.198265,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:45
5690000,202456900000802302,세종특별자치시,세종특별자치시 연서면 당산로 384,,생활방범,2,200,봉암1리 복지회관 앞 A,30,,044-300-3256,36.561053,127.283021,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:45
5690000,202456900000802304,세종특별자치시,세종특별자치시 연서면 용암리 325-3,,생활방범,2,200,용암리 공원마트 앞 삼거리 A,30,,044-300-3258,36.600361,127.227346,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:45
5690000,202456900000802300,세종특별자치시,세종특별자치시 연동면 명학리 653-8,,생활방범,3,200,연동면 명학리 영농폐기물 앞 A,30,,044-300-3254,36.52575945,127.3515759,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:45
5690000,202456900000803041,세종특별자치시,세종특별자치시 조치원읍 원리 3-8,,생활방범,1,200,조치원 국민은행 주변,30,,044-300-3995,36.6015348,127.2998343,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:55
5690000,202456900000803043,세종특별자치시,세종특별자치시 조치원읍 교리 28-1,,생활방범,1,200,조치원 기업은행,30,,044-300-3997,36.602321,127.2979803,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:56
5690000,202456900000803045,세종특별자치시,세종특별자치시 조치원읍 정리 86-3,,생활방범,1,200,조치원 신협주변,30,,044-300-3999,36.5996933,127.2984431,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:56
5690000,202456900000803047,세종특별자치시,세종특별자치시 나성동 322-2,,생활방범,3,200,나성동 322-2,30,,044-300-4001,36.490711,127.265836,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:56
5690000,202456900000803049,세종특별자치시,세종특별자치시 나성동 804-49,,생활방범,3,200,나성동 804-49,30,,044-300-4003,36.492855,127.261202,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:56
5690000,202456900000803023,세종특별자치시,세종특별자치시 산울동 616,,생활방범,4,200,산울동 엘리프세종 405동 입구앞(회전형),30,,044-300-3977,36.53384792,127.2662107,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:55
5690000,202456900000803027,세종특별자치시,세종특별자치시 산울동 30,,생활방범,5,200,산울동 산울2단지 222동 앞(회전형),30,,044-300-3981,36.52922476,127.2560394,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:55
5690000,202456900000803021,세종특별자치시,세종특별자치시 산울동 628,,생활방범,5,200,산울동 방축천 자전거도로(회전형),30,,044-300-3975,36.52808223,127.2608648,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:55
5690000,202456900000803025,세종특별자치시,세종특별자치시 산울동 250,,생활방범,4,200,산울동 BRT도로옆 공원용지앞(회전형),30,,044-300-3979,36.52662205,127.2620351,2024-07-23,I,2026-05-15 18:45:35,2024-07-24 15:35:55
