연번,업종명,업소명,소재지(도로명),소재지(지번),소재지전화,등록기준일
3594,일반음식점,1990 부대찌개,"세종특별자치시 세종로 1234-16, 동행주차타워 1층 103호 (아름동)",세종특별자치시 아름동 1309 ,,2025-06-09
3595,일반음식점,더 셀러(THE CELLAR),"세종특별자치시 다솜3로 6, 코트야드바이 메리어트 1층 110호 (어진동)",세종특별자치시 어진동 647 ,0442-5140-00,2025-06-09
3596,일반음식점,도담동 1987,"세종특별자치시 보듬3로 8-21, 다옴프라자 6층 601호 (도담동)",세종특별자치시 도담동 673 다옴프라자 ,,2025-06-09
3597,일반음식점,웅's 송탄쪽갈비 세종점,"세종특별자치시 노을3로 100, 한솔프라자 1층 101, 102호 (한솔동)",세종특별자치시 한솔동 928 한솔프라자 ,,2025-06-09
3598,일반음식점,이화수육개장 세종부강점,"세종특별자치시 부강면 부촌길 53, 1층",세종특별자치시 부강면 부강리 408-5 ,,2025-06-09
3599,일반음식점,곁에 한그루,"세종특별자치시 새롬중앙로 62-15, 해피라움W 1층 128호 (새롬동)",세종특별자치시 새롬동 579 해피라움W ,,2025-06-09
3600,일반음식점,놀라즈,"세종특별자치시 나리1로 16, 상가동 105-1호 (한솔동, 첫마을3단지)",세종특별자치시 한솔동 947 첫마을3단지 ,,2025-06-09
3601,일반음식점,노포닭발 종촌점,"세종특별자치시 도움1로 106, 메가시티 1층 130호 (종촌동)",세종특별자치시 종촌동 672 메가시티 ,,2025-06-09
3602,일반음식점,성경만두 요리전문점 세종점,"세종특별자치시 장군면 당암길 38, 1층",세종특별자치시 장군면 봉안리 39 ,,2025-06-09
3603,일반음식점,미진축산 세종도담점,"세종특별자치시 한누리대로 587, 까사리움 1층 111, 112호 (도담동)",세종특별자치시 도담동 656 까사리움 ,,2025-06-09
3604,일반음식점,금야식,"세종특별자치시 보듬4로 9, 3동 제1층 1F-123호 (도담동, 도램마을11단지)",세종특별자치시 도담동 653 도램마을11단지 ,,2025-06-09
3605,일반음식점,샤브진's,"세종특별자치시 집현1길 64, 2층 (집현동)",세종특별자치시 집현동 785-294 ,,2025-06-09
3606,일반음식점,여장군(도담점),"세종특별자치시 보듬3로 8-37, 원프라자 1층 108호 (도담동)",세종특별자치시 도담동 678 원프라자 ,,2025-06-09
3607,일반음식점,마녀떡볶이 세종점,"세종특별자치시 한누리대로 2135, 스타힐타워Ⅰ 1층 115호 (보람동)",세종특별자치시 보람동 743 스타힐타워Ⅰ ,,2025-06-09
3608,일반음식점,덕윤당,세종특별자치시 조치원읍 으뜸길 197,세종특별자치시 조치원읍 원리 141-25 ,,2025-06-09
3609,일반음식점,뜨돈 세종도담점,"세종특별자치시 보듬4로 9, 카림애비뉴 1동 2F-23호 (도담동, 도램마을11단지)",세종특별자치시 도담동 653 도램마을11단지 ,,2025-06-09
3610,일반음식점,치킨마루 조치원점,"세종특별자치시 조치원읍 충현로 69, 1층 1호",세종특별자치시 조치원읍 죽림리 57-14 ,,2025-06-09
3611,일반음식점,신비면옥,"세종특별자치시 조치원읍 문화길 29, 1층",세종특별자치시 조치원읍 침산리 277-5 ,,2025-06-09
3612,일반음식점,우리밀 생면 예산국수 소담점,"세종특별자치시 한누리대로 2018, 사이언스타운 1층 103호 (소담동)",세종특별자치시 소담동 543 사이언스타운 ,,2025-06-09
3613,일반음식점,킴스패밀리,"세종특별자치시 부강면 부강2길 10, 1층",세종특별자치시 부강면 부강리 443-7 ,070 -4607-0134,2025-06-09
3614,일반음식점,맥선생,"세종특별자치시 금남면 호탄길 46, 2층",세종특별자치시 금남면 호탄리 153 ,,2025-06-09
3615,일반음식점,일품양평해장국 어진점,"세종특별자치시 가름로 180, 세종파이낸스센터3 1층 132,133호 (어진동)",세종특별자치시 어진동 666 세종파이낸스센터3 ,,2025-06-09
3616,일반음식점,쏘시지요 세종나성점,"세종특별자치시 나성로 125-10, 조이타워 1층 114,115호 (나성동)",세종특별자치시 나성동 796 조이타워 ,,2025-06-09
3617,일반음식점,삼시세끼 집반찬,"세종특별자치시 국세청로 45, 상가동 1층 C102호 (나성동, 나릿재마을3단지)",세종특별자치시 나성동 833 나릿재마을3단지 ,,2025-06-09
3618,일반음식점,편백연가,"세종특별자치시 새롬중앙로 34, 크리스마스빌딩 206호 (새롬동)",세종특별자치시 새롬동 574 크리스마스빌딩 ,0448-6564-80,2025-06-09
3619,일반음식점,드링커(DRINKER),"세종특별자치시 보듬3로 8-13, 황금빌딩 1층 111호 (도담동)",세종특별자치시 도담동 670 황금빌딩 ,,2025-06-09
3620,일반음식점,유튜버 시부남 X JUMP 세종시청점,"세종특별자치시 시청대로 167, 세종드림빌딩 1층 109,110,111호 (보람동)",세종특별자치시 보람동 708 세종드림빌딩 ,,2025-06-09
3621,일반음식점,본죽&비빔밥 세종시립도서관점,"세종특별자치시 세종로 1219, 세종중앙타워 1층 111호 (고운동)",세종특별자치시 고운동 2094 세종중앙타워 ,,2025-06-09
3622,일반음식점,유미카츠 세종소담점,"세종특별자치시 소담1로 12, 지엘플렉스1 102호 (소담동)",세종특별자치시 소담동 582 지엘플렉스1 ,,2025-06-09
3623,일반음식점,선비꼬마김밥 산울점,"세종특별자치시 산울3로 45, 1층 203호 (산울동, 산울마을2단지)",세종특별자치시 산울동 259 산울마을2단지 ,,2025-06-09
3624,일반음식점,다낭 전통 쌀국수,"세종특별자치시 소담3로 8, 새샘마을7단지 근린생활시설 2동 1층 97호 (소담동)",세종특별자치시 소담동 539 새샘마을7단지 근린생활시설 ,,2025-06-09
3625,일반음식점,순수덮밥 나성점,"세종특별자치시 다정남로 130, 가온마을11단지 근린생활시설 A동 2층 A-201호 (다정동)",세종특별자치시 다정동 970 가온마을11단지 근린생활시설 ,,2025-06-09
3626,일반음식점,김치찌개 미화식당 세종점,"세종특별자치시 금남면 용포로 31-1, 1층",세종특별자치시 금남면 용포리 82-8 ,044 -868 -5596,2025-06-09
3627,일반음식점,달달한밤,"세종특별자치시 조치원읍 내창2길 29, 1층",세종특별자치시 조치원읍 서창리 168-1 ,,2025-06-09
3628,일반음식점,(주)엠원업 카페테리아,"세종특별자치시 금남면 용포로 115, 9층 일부호",세종특별자치시 금남면 용포리 213-8 ,,2025-06-09
3629,일반음식점,진원소우 세종나성점,"세종특별자치시 나성북1로 18, 제이빌딩 203,204,205호 (나성동)",세종특별자치시 나성동 789 제이빌딩 ,044 - 863-7772,2025-06-09
3630,일반음식점,써니,"세종특별자치시 나성북1로 22, 디펠리체 10층 1003호 (나성동)",세종특별자치시 나성동 790 디펠리체 ,,2025-06-09
3631,일반음식점,비단베이커리&카페,"세종특별자치시 부강면 부촌길 10, 1,2층",세종특별자치시 부강면 부강리 518-7 ,044 -862 -0328,2025-06-09
3632,일반음식점,니시키,"세종특별자치시 한누리대로 2264, 씨티오브드림 104호 (대평동)",세종특별자치시 대평동 685 씨티오브드림 ,044 -862 -2888,2025-06-09
3633,일반음식점,개성상황버섯 삼계탕 세종점,"세종특별자치시 보듬3로 8-37, 원프라자 2층 206, 207호 (도담동)",세종특별자치시 도담동 678 원프라자 ,,2025-06-09
3634,일반음식점,오늘도 한우(주)에스오에프디,"세종특별자치시 한누리대로 284, 마들렌 1층 102,103,104,105호 (나성동)",세종특별자치시 나성동 765 마들렌 ,,2025-06-09
3635,일반음식점,빽다방 세종조치원역점,"세종특별자치시 조치원읍 으뜸길 208, 1층 일부호",세종특별자치시 조치원읍 원리 11-9 ,,2025-06-09
3636,일반음식점,딜리버리스타,"세종특별자치시 한누리대로 273, 새롬씨티 205-2호 (나성동)",세종특별자치시 나성동 741 새롬씨티 ,,2025-06-09
3637,일반음식점,든든볶음밥,"세종특별자치시 한누리대로 273, 새롬씨티 205-5호 (나성동)",세종특별자치시 나성동 741 새롬씨티 ,,2025-06-09
3638,일반음식점,찌개주막,"세종특별자치시 한누리대로 273, 새롬씨티 2층 205-9호 (나성동)",세종특별자치시 나성동 741 새롬씨티 ,,2025-06-09
3639,일반음식점,콩이네분식,"세종특별자치시 조치원읍 죽림본로 54, 1층",세종특별자치시 조치원읍 죽림리 130-1 ,,2025-06-09
3640,일반음식점,스마일 분식,"세종특별자치시 산울7로 11, 근생F(706동하부)동 1층 F-103호 (산울동, 산울마을7단지)",세종특별자치시 산울동 614 산울마을7단지 ,,2025-06-09
3641,일반음식점,경화鏡花,"세종특별자치시 도움1로 108, 몰리브(Mallive) 6층 604호 (종촌동)",세종특별자치시 종촌동 673 몰리브(Mallive) ,,2025-06-09
3642,일반음식점,장어정,"세종특별자치시 다정5길 83, 2층 (다정동)",세종특별자치시 다정동 901 ,,2025-06-09
3643,일반음식점,욱일실내포장마차,"세종특별자치시 조치원읍 충현로 153, 1층",세종특별자치시 조치원읍 침산리 132-2 ,,2025-06-09
3644,일반음식점,밥구정로데오 세종나성점,"세종특별자치시 한누리대로 321, SR파크시티 1층 127호 (나성동)",세종특별자치시 나성동 730 SR파크시티 ,,2025-06-09
3645,일반음식점,랑만,"세종특별자치시 나성북로 21, 센트럴타워 1층 102호 (나성동)",세종특별자치시 나성동 800 센트럴타워 ,,2025-06-09
3646,일반음식점,왓어셰프,"세종특별자치시 연서면 도원로 110, 1층 101호",세종특별자치시 연서면 월하리 776 ,,2025-06-09
3647,일반음식점,파랑새 커피숍,"세종특별자치시 보듬4로 9, 1층 1F-16호 (도담동, 도램마을11단지)",세종특별자치시 도담동 653 도램마을11단지 ,,2025-06-09
3648,일반음식점,낭만소갈비 세종나성점,"세종특별자치시 나성북1로 23, 802동 1층 142,143호 (나성동, 나릿재마을 5단지)",세종특별자치시 나성동 827 나릿재마을 5단지 ,,2025-06-09
3649,일반음식점,대복원 산시도삭면,"세종특별자치시 보듬3로 160, 아이콤타워 1층 107,108호 (아름동)",세종특별자치시 아름동 1314 아이콤타워 ,,2025-06-09
3650,일반음식점,동평옥,"세종특별자치시 나성로 96, 더센트럴 1층 128,129호 (나성동)",세종특별자치시 나성동 811 더센트럴 ,,2025-06-09
3651,일반음식점,블루문,"세종특별자치시 조치원읍 새내8길 22-13, 101동 1층 102호 (풍산아파트)",세종특별자치시 조치원읍 정리 59-1 풍산아파트 ,,2025-06-09
3652,일반음식점,롤앤김,"세종특별자치시 국책연구원3로 12, 비오케이아트센터 1층 121,122호 (반곡동)",세종특별자치시 반곡동 848 비오케이아트센터 ,,2025-06-09
3653,일반음식점,이다스시,"세종특별자치시 한누리대로 2165, 호려울마을7단지 근린생활시설 1층 B143,144호 (보람동)",세종특별자치시 보람동 738 호려울마을7단지 근린생활시설 ,,2025-06-09
3654,일반음식점,비스트로 이도,"세종특별자치시 조치원읍 봉신길 151, 1동 103호",세종특별자치시 조치원읍 신안리 354-41 ,,2025-06-09
3655,일반음식점,농업회사법인 땡스(주),"세종특별자치시 보듬6로 16, 싱싱장터 도담도담 2층 (도담동)",세종특별자치시 도담동 654 싱싱장터 도담도담 ,044 -865 -8158,2025-06-09
3656,일반음식점,분도락,"세종특별자치시 남세종로 441, 상가2동 1층 116호 (보람동, 호려울마을5단지)",세종특별자치시 보람동 783 호려울마을5단지 ,,2025-06-09
3657,일반음식점,엄마 한우 소머리국밥,"세종특별자치시 금남면 대평시장2길 3, 1층",세종특별자치시 금남면 용포리 192-5 ,,2025-06-09
3658,일반음식점,달빛에 구운 고등어 세종대평점,"세종특별자치시 금남면 용포로 115, 엠원업빌딩 105,106,107호",세종특별자치시 금남면 용포리 213-8 ,,2025-06-09
3659,일반음식점,미나노스시,"세종특별자치시 갈매로 740, 해밀리프라자 1동 B117호 (해밀동)",세종특별자치시 해밀동 산 24 ,,2025-06-09
3660,일반음식점,밀스젤라또,"세종특별자치시 갈매로 740, 해밀리프라자 1동 1층 B118호 (해밀동)",세종특별자치시 해밀동 산 24 ,,2025-06-09
3661,일반음식점,(주)엠원업 8층 스낵,세종특별자치시 금남면 용포로 115 (주)엠원업 8층 일부호,세종특별자치시 금남면 용포리 213-8 ,,2025-06-09
3662,일반음식점,한우1인화로구이,"세종특별자치시 조치원읍 세종로 2282, 세종럭스스퀘어 2층 228호",세종특별자치시 조치원읍 죽림리 114-1 , 044- 865-0142,2025-06-09
3663,일반음식점,밥씸 正 푸드,"세종특별자치시 조치원읍 대첩로 38, 2동 1층 5호",세종특별자치시 조치원읍 신흥리 63-4 ,,2025-06-09
3664,일반음식점,헤즈업 나성점,"세종특별자치시 나성로 125-10, 조이타워 2층 207호 (나성동)",세종특별자치시 나성동 796 조이타워 ,,2025-06-09
3665,일반음식점,더 조은 파닭,"세종특별자치시 한누리대로 1820, 왕관빌딩 1층 126호 (반곡동)",세종특별자치시 반곡동 862 왕관빌딩 ,,2025-06-09
3666,일반음식점,피엠,"세종특별자치시 조치원읍 행복12길 9-15, 2층",세종특별자치시 조치원읍 침산리 260-3 ,,2025-06-09
3667,일반음식점,장군치킨&HOF,"세종특별자치시 마음로 264, 고운프라자 1층 101호 (고운동)",세종특별자치시 고운동 1370 고운프라자 ,0448-0572-92,2025-06-09
3668,일반음식점,저림숙성그릴 시청점,"세종특별자치시 한누리대로 2150, 스마트허브Ⅰ 2층 201,202호 (보람동)",세종특별자치시 보람동 722 스마트허브Ⅰ ,,2025-06-09
3669,일반음식점,구름풍경,"세종특별자치시 시청대로 219, 시드니하트 2층 209호 (보람동)",세종특별자치시 보람동 712 시드니하트 ,,2025-06-09
3670,일반음식점,짬뽕지존 세종소담점,"세종특별자치시 국책연구원2로 18, 알파타워 1층 106,107,108호 (반곡동)",세종특별자치시 반곡동 836 알파타워 ,,2025-06-09
3671,일반음식점,신대구막창 산울점,"세종특별자치시 산울7로 11, 근린생활시설D동 113호 (산울동, 산울마을7단지)",세종특별자치시 산울동 614 산울마을7단지 ,,2025-06-09
3672,일반음식점,코파카바나,"세종특별자치시 나성로 133-9, 세종엔에스타워 1 213호 (나성동)",세종특별자치시 나성동 792 세종엔에스타워 1 ,,2025-06-09
3673,일반음식점,뜰,"세종특별자치시 해밀3로 85, 1층 128호 (해밀동, 해밀마을 행복주택)",세종특별자치시 해밀동 산 1-2 해밀마을 행복주택 ,,2025-06-09
3674,일반음식점,소주취향,"세종특별자치시 마음로 272-22, 고운드림 1층 103호 (고운동)",세종특별자치시 고운동 1379 고운드림 ,,2025-06-09
3675,일반음식점,춘리마라탕 산울점,"세종특별자치시 산울7로 11, 근생E(711동하부)동 2층 E-211,212,213호 (산울동, 산울마을7단지)",세종특별자치시 산울동 614 산울마을7단지 ,,2025-06-09
3676,일반음식점,닭발아재,"세종특별자치시 조치원읍 대첩로 38, 2동 1층 104호",세종특별자치시 조치원읍 신흥리 63-4 ,,2025-06-09
3677,일반음식점,라자트(LAZZAT),"세종특별자치시 조치원읍 행복5길 32, 1층",세종특별자치시 조치원읍 침산리 257-6 ,,2025-06-09
3678,일반음식점,세종 도시락,"세종특별자치시 노을1로 16, 상가동 110-1호 (한솔동, 첫마을2단지)",세종특별자치시 한솔동 946 첫마을2단지 ,,2025-06-09
3679,일반음식점,이가네 해장국,"세종특별자치시 아름서1길 13-9, 다올비즈니스센터 3층 302호 (아름동)",세종특별자치시 아름동 1329 다올비즈니스센터 ,,2025-06-09
3680,일반음식점,카페오이,"세종특별자치시 조치원읍 조치원중고길 7, 상가동 101호 (세종서창 행복주택)",세종특별자치시 조치원읍 서창리 25-1 세종서창 행복주택 ,,2025-06-09
3681,일반음식점,제육감,"세종특별자치시 한누리대로 227, 세종마루 1동 203(일부)호 (나성동)",세종특별자치시 나성동 750 세종마루 ,,2025-06-09
3682,일반음식점,33떡볶이 시청소담점,"세종특별자치시 남세종로 357, 상가3동 1층 310호 (소담동, 새샘마을1단지)",세종특별자치시 소담동 597 새샘마을1단지 ,,2025-06-09
3683,일반음식점,부뚜막치킨 아름점,"세종특별자치시 달빛로 211, 상가1동 1층 101호 (아름동, 범지기마을10단지)",세종특별자치시 아름동 1277 범지기마을10단지 ,,2025-06-09
3684,일반음식점,마라공방 세종아름점,"세종특별자치시 보듬3로 100, 해피라움1 1층 116호 (아름동)",세종특별자치시 아름동 1296 해피라움1 ,,2025-06-09
3685,일반음식점,샐러드 온,"세종특별자치시 조치원읍 대첩로 19-1, 1층 102호",세종특별자치시 조치원읍 신흥리 77-7 ,,2025-06-09
3686,일반음식점,카페 넥타르(CAFE NECTAR),"세종특별자치시 보듬4로 9, 카림에비뉴상가1동 1층 83,84호 (도담동, 도램마을11단지)",세종특별자치시 도담동 653 도램마을11단지 ,,2025-06-09
3687,일반음식점,진이네,"세종특별자치시 조치원읍 산막길 17, 301동 108호 (우방유쉘아파트)",세종특별자치시 조치원읍 죽림리 72 우방유쉘아파트 ,,2025-06-09
3688,일반음식점,금별맥주 세종해밀점,"세종특별자치시 해밀3로 17, 1층 C-16,17호 (해밀동, 세종 하늘채 펜트라움Ⅱ)",세종특별자치시 해밀동 620-13 세종 하늘채 펜트라움Ⅱ ,,2025-06-09
3689,일반음식점,이태리샤브칼국수 세종시청점,"세종특별자치시 한누리대로 2149, 엔젤타워 2층 203,204호 (보람동)",세종특별자치시 보람동 741 엔젤타워 ,,2025-06-09
3690,일반음식점,빠스타스 가든플레이스,"세종특별자치시 해밀5로 12, 2층 (해밀동)",세종특별자치시 해밀동 74-2 ,,2025-06-09
3691,일반음식점,브라운돈까스 세종종촌점,"세종특별자치시 달빛로 47, 종촌파크프라자 1층 106호 (종촌동)",세종특별자치시 종촌동 666 종촌파크프라자 ,,2025-06-09
3692,일반음식점,이비가짬뽕 세종도담점,"세종특별자치시 도담서4길 3, 2층 전체호 (도담동)",세종특별자치시 도담동 625 ,044 -868 -8922,2025-06-09
3693,일반음식점,그로서리스터프 베이크하우스,"세종특별자치시 해밀5로 12, 지하1층 (해밀동)",세종특별자치시 해밀동 74-2 ,,2025-06-09
3694,일반음식점,통큰 솥뚜껑 닭볶음탕 조치원점,"세종특별자치시 조치원읍 행복2길 17, 1층 건물정면우측호",세종특별자치시 조치원읍 침산리 263-8 ,,2025-06-09
3695,일반음식점,숯토리 세종나성점,"세종특별자치시 나성북로 47, 근린생활시설동 1층 106,107호 (나성동, 나릿재마을4단지)",세종특별자치시 나성동 831 나릿재마을4단지 ,,2025-06-09
3696,일반음식점,메이젠,"세종특별자치시 해밀3로 32, 근린생활시설동 101호 (해밀동, 해밀마을1단지)",세종특별자치시 해밀동 334 해밀마을1단지 ,044 -866 -9115,2025-06-09
3697,일반음식점,명품순두부,"세종특별자치시 조치원읍 허만석로 67, 주건축물제2동 1층",세종특별자치시 조치원읍 번암리 59-1 ,,2025-06-09
3698,일반음식점,채미가,"세종특별자치시 부강면 부강외천로 166-12, 1층",세종특별자치시 부강면 문곡리 669 ,,2025-06-09
3699,일반음식점,곱창의 전설,"세종특별자치시 한누리대로 273, 새롬씨티 2층 208-3호 (나성동)",세종특별자치시 나성동 741 새롬씨티 ,,2025-06-09
3700,일반음식점,동봉,"세종특별자치시 한누리대로 165, 세종메디피아 108B호 (나성동)",세종특별자치시 나성동 721 세종메디피아 ,,2025-06-09
3701,일반음식점,문 플라워,"세종특별자치시 다정중앙로 40, 리치타워 1층 110호 (다정동)",세종특별자치시 다정동 938 리치타워 ,,2025-06-09
3702,일반음식점,707커피(company),"세종특별자치시 노을1로 16, 상가동 1층 137호 (한솔동, 첫마을2단지)",세종특별자치시 한솔동 946 첫마을2단지 ,,2025-06-09
3703,일반음식점,바베큐팩토리 세종점,세종특별자치시 부강면 부강금호로 171,세종특별자치시 부강면 금호리 90 ,044 -863 -9295,2025-06-09
3704,일반음식점,기영이 숯불두마리치킨 세종보람점,"세종특별자치시 남세종로 446, 스마트허브Ⅳ 101호 (보람동)",세종특별자치시 보람동 761 스마트허브Ⅳ ,,2025-06-09
3705,일반음식점,금채,"세종특별자치시 전의면 왕의물로 371, 1층",세종특별자치시 전의면 관정리 232 ,,2025-06-09
3706,일반음식점,럭키코지베이,"세종특별자치시 다정중앙로 20, 근린생활시설-2동 지1층 201호 (다정동, 가온마을7단지)",세종특별자치시 다정동 965 가온마을7단지 ,,2025-06-09
3707,일반음식점,떡불킹 아름점,"세종특별자치시 보듬3로 104-11, 행복프라자 1층 102호 (아름동)",세종특별자치시 아름동 1288 행복프라자 ,0448-6311-17,2025-06-09
3708,일반음식점,커넥트윗,"세종특별자치시 조치원읍 수원지길 75-21, 주2동",세종특별자치시 조치원읍 평리 12-1 ,,2025-06-09
3709,일반음식점,4잔찮,"세종특별자치시 가름로 180, 세종파이낸스센터3 1층 128호 (어진동)",세종특별자치시 어진동 666 세종파이낸스센터3 ,,2025-06-09
3710,일반음식점,(주)엠원업 스낵앤푸드,"세종특별자치시 금남면 용포로 115, 5층 일부호",세종특별자치시 금남면 용포리 213-8 ,,2025-06-09
3711,일반음식점,인생고기,"세종특별자치시 해밀3로 32, 근린생활시설동 지1층 132호 (해밀동, 해밀마을1단지)",세종특별자치시 해밀동 334 해밀마을1단지 ,,2025-06-09
3712,일반음식점,돈까스짱 조치원점,"세종특별자치시 조치원읍 이화로 6-1, 1층 102호",세종특별자치시 조치원읍 신흥리 226 ,,2025-06-09
3713,일반음식점,옹기묵방,"세종특별자치시 보듬3로 8-29, 해피라움6 1층 102-2, 103호 (도담동)",세종특별자치시 도담동 677 해피라움6 ,,2025-06-09
3714,일반음식점,골목 회 포차,"세종특별자치시 금남면 용포서로 30, 1층",세종특별자치시 금남면 용포리 194-15 ,,2025-06-09
3715,일반음식점,숯불대구막창,"세종특별자치시 조치원읍 행복길 11, 1층 2호",세종특별자치시 조치원읍 침산리 269-9 ,,2025-06-09
3716,일반음식점,대지카페,"세종특별자치시 조치원읍 장안길 27, 2층",세종특별자치시 조치원읍 정리 55 ,,2025-06-09
3717,일반음식점,페이버스낵하우스,"세종특별자치시 해밀3로 85, 121호 (해밀동, 해밀마을 행복주택)",세종특별자치시 해밀동 산 1-2 해밀마을 행복주택 ,,2025-06-09
3718,일반음식점,바른돈,"세종특별자치시 마음로 272-22, 고운드림 1층 102호 (고운동)",세종특별자치시 고운동 1379 고운드림 ,,2025-06-09
3719,일반음식점,머슴불고기,"세종특별자치시 새롬중앙로 55, 행운빌딩 1층 101호 (새롬동)",세종특별자치시 새롬동 584 행운빌딩 ,,2025-06-09
3720,일반음식점,천리향,세종특별자치시 전의면 왕의물로 407,세종특별자치시 전의면 관정리 167 , 044- 862-9998,2025-06-09
3721,일반음식점,광주애호박 돼지국밥,"세종특별자치시 한누리대로 194, 세종의아침 2층 210호 (나성동)",세종특별자치시 나성동 775 세종의아침 ,,2025-06-09
3722,일반음식점,오병이어,"세종특별자치시 마음로 272-9, 강남빌딩 105호 (고운동)",세종특별자치시 고운동 1375 강남빌딩 ,,2025-06-09
3723,일반음식점,김광희 손두부,"세종특별자치시 한누리대로 2003, 펠리체타워3 2층 207호 (소담동)",세종특별자치시 소담동 574 펠리체타워3 ,,2025-06-09
3724,일반음식점,아르떼,"세종특별자치시 나성북로 21, 센트럴타워 2층 203호 (나성동)",세종특별자치시 나성동 800 센트럴타워 ,,2025-06-09
3725,일반음식점,산들채,"세종특별자치시 장군면 전원마을2길 84, 2층",세종특별자치시 장군면 금암리 302-9 ,,2025-06-09
3726,일반음식점,비스트로 앤 나성점,"세종특별자치시 나성북로 47, 근린생활시설동 1층 121,122,123,138호 (나성동, 나릿재마을4단지)",세종특별자치시 나성동 831 나릿재마을4단지 ,044 -863 -9100,2025-06-09
3727,일반음식점,류사카,"세종특별자치시 새롬중앙로 62-15, 해피라움W 1층 140호 (새롬동)",세종특별자치시 새롬동 579 해피라움W ,,2025-06-09
3728,일반음식점,카페 섭골(CAFE SUPGOLE),"세종특별자치시 조치원읍 문화로 27, 제1동 101호 일부호",세종특별자치시 조치원읍 교리 18-9 ,,2025-06-09
3729,일반음식점,풍년식당,"세종특별자치시 장군면 장기초교길 8, 우측호",세종특별자치시 장군면 도계리 163-9 ,,2025-06-09
3730,일반음식점,시민숯불갈비무한리필 별관,"세종특별자치시 조치원읍 큰샘2길 5, 2층",세종특별자치시 조치원읍 신흥리 63-3 ,,2025-06-09
3731,일반음식점,아비꼬 AK&세종점,"세종특별자치시 한누리대로 411, KT&G세종타워A 3층 306-2호 (어진동)",세종특별자치시 어진동 539 KT&G세종타워A ,,2025-06-09
3732,일반음식점,종촌상회,"세종특별자치시 달빛로 47, 종촌파크프라자 1층 108호 (종촌동)",세종특별자치시 종촌동 666 종촌파크프라자 ,,2025-06-09
3733,일반음식점,오로라다이닝,"세종특별자치시 나성북로 30, 어반아트리움 3층 323호 (나성동)",세종특별자치시 나성동 809 퍼스트원 ,,2025-06-09
3734,일반음식점,달려라 열무네 나성점,"세종특별자치시 정부2청사로 10, 에스엠타워 1층 101호 (나성동)",세종특별자치시 나성동 779 에스엠타워 ,,2025-06-09
3735,일반음식점,유가네,"세종특별자치시 시청대로 209, 금강르네상스 1층 112호 (보람동)",세종특별자치시 보람동 710 금강르네상스 ,,2025-06-09
3736,일반음식점,칸페키,"세종특별자치시 조치원읍 새내15길 3, 1층 102호",세종특별자치시 조치원읍 교리 14-1 ,,2025-06-09
3737,일반음식점,물텀벙아구찜,"세종특별자치시 산울7로 11, 근생D(701동하부)동 D-109호 (산울동, 산울마을7단지)",세종특별자치시 산울동 614 산울마을7단지 ,,2025-06-09
3738,일반음식점,맥시칸치킨,"세종특별자치시 조치원읍 문화길 9, 1층",세종특별자치시 조치원읍 침산리 285-4 ,,2025-06-09
3739,일반음식점,남원추어탕 도담점,"세종특별자치시 보듬4로 9, 카림애비뉴1동 1층 74~77호 (도담동, 도램마을11단지)",세종특별자치시 도담동 653 도램마을11단지 ,,2025-06-09
3740,일반음식점,순한양꼬치 해밀점,"세종특별자치시 해밀3로 43, 스카이드림 2층 217호 (해밀동)",세종특별자치시 해밀동 산 5-2 스카이드림 ,,2025-06-09
3741,일반음식점,꼬마들렌,"세종특별자치시 갈매로 353, 에비뉴힐 A동 2층 2030호 (어진동)",세종특별자치시 어진동 670 에비뉴힐 ,,2025-06-09
3742,일반음식점,야키토리 콩,"세종특별자치시 조치원읍 새내15길 3, 1층 101호",세종특별자치시 조치원읍 교리 14-1 ,,2025-06-09
3743,일반음식점,히얼이즈커피 세종청사점,"세종특별자치시 절재로 194, 세종중앙타운 1층 103호 (어진동)",세종특별자치시 어진동 547 중앙타운 ,0448-6723-71,2025-06-09
3744,일반음식점,품육(보람점),"세종특별자치시 남세종로 462, 위너스타워 108,203호 (보람동)",세종특별자치시 보람동 757 위너스타워 ,,2025-06-09
3745,일반음식점,울엄마해장(세종금남점),"세종특별자치시 금남면 용포로 115, 1층 110호",세종특별자치시 금남면 용포리 213-8 ,,2025-06-09
3746,일반음식점,오또분식,"세종특별자치시 다정남로 22, 근린생활시설-1동 105-1호 (다정동, 가온마을1단지)",세종특별자치시 다정동 960 가온마을1단지 ,,2025-06-09
3747,일반음식점,신참떡볶이 세종다정점,"세종특별자치시 다정중앙로 52, 페스티발2 1층 103호 (다정동)",세종특별자치시 다정동 933 페스티발2 ,,2025-06-09
3748,일반음식점,금강순대,"세종특별자치시 대평로 87, 태양빌딩 1층 105,106,107호 (대평동)",세종특별자치시 대평동 671 태양빌딩 ,,2025-06-09
3749,일반음식점,우이락 세종나성점,"세종특별자치시 나성북1로 22, 디펠리체 1동 1층 111,112호 (나성동)",세종특별자치시 나성동 790 디펠리체 ,,2025-06-09
3750,일반음식점,범식이네 옛날통닭,"세종특별자치시 장군면 장척로 421-1, 1층 우측-2호",세종특별자치시 장군면 도계리 160-55 ,,2025-06-09
3751,일반음식점,닥엔돈스 조치원점,"세종특별자치시 조치원읍 대첩로 75, 세종메디컬프라자 103호",세종특별자치시 조치원읍 신흥리 228-1 세종메디컬프라자 , 044- 865-5554,2025-06-09
